2018-05-09T02:00:00.000,Leesel Transportation Corp.,44.1,Reliant Transportation Inc.,34.4,Pioneer Transportation,18.099999999999998,Van Trans LLC,11.7,Selby Transportation Corp.,9.6
2018-05-10T02:00:00.000,Leesel Transportation Corp.,44.1,Reliant Transportation Inc.,18.200000000000003,Pioneer Transportation,14.600000000000001,Van Trans LLC,8.1,Selby Transportation Corp.,7.8
2018-05-11T02:00:00.000,Leesel Transportation Corp.,44.4,Reliant Transportation Inc.,25.400000000000002,Pioneer Transportation,23.299999999999997,G.V.C. LTD,12.0,New Dawn Transit LLC,11.8
2018-05-14T02:00:00.000,Leesel Transportation Corp.,44.1,Reliant Transportation Inc.,31.9,Pioneer Transportation,18.8,G.V.C. LTD,12.4,New Dawn Transit LLC,12.3
2018-05-15T02:00:00.000,Leesel Transportation Corp.,23.7,G.V.C. LTD,15.6,Reliant Transportation Inc.,11.6,New Dawn Transit LLC,9.0,Pioneer Transportation,8.1
2018-05-16T02:00:00.000,Leesel Transportation Corp.,43.5,Reliant Transportation Inc.,15.799999999999999,Pioneer Transportation,15.0,G.V.C. LTD,13.4,Selby Transportation Corp.,7.8
2018-05-17T02:00:00.000,Leesel Transportation Corp.,46.3,Reliant Transportation Inc.,33.0,Pioneer Transportation,23.4,G.V.C. LTD,14.0,Van Trans LLC,9.700000000000001
2018-05-18T02:00:00.000,Leesel Transportation Corp.,42.6,Reliant Transportation Inc.,27.7,Pioneer Transportation,14.6,Selby Transportation Corp.,9.6,Van Trans LLC,8.4
2018-05-21T02:00:00.000,Leesel Transportation Corp.,38.1,Reliant Transportation Inc.,29.4,Pioneer Transportation,15.899999999999999,G.V.C. LTD,10.5,Selby Transportation Corp.,9.0
2018-05-22T02:00:00.000,Leesel Transportation Corp.,36.699999999999996,Reliant Transportation Inc.,21.7,Pioneer Transportation,18.8,Selby Transportation Corp.,9.0,G.V.C. LTD,7.2
2018-05-23T02:00:00.000,Leesel Transportation Corp.,34.5,Reliant Transportation Inc.,26.4,Pioneer Transportation,16.799999999999997,G.V.C. LTD,11.200000000000001,Van Trans LLC,10.299999999999999
2018-05-24T02:00:00.000,Leesel Transportation Corp.,34.4,Reliant Transportation Inc.,25.5,Pioneer Transportation,19.6,Selby Transportation Corp.,9.6,Consolidated Bus Trans. Inc.,9.2
2018-05-25T02:00:00.000,Leesel Transportation Corp.,32.699999999999996,Pioneer Transportation,15.7,Reliant Transportation Inc.,9.2,Selby Transportation Corp.,8.4,Quality Transportation Corp.,7.9
2018-05-29T02:00:00.000,Reliant Transportation Inc.,34.199999999999996,Leesel Transportation Corp.,24.7,Pioneer Transportation,15.9,G.V.C. LTD,13.8,Boro Transit Inc.,9.8
2018-05-30T02:00:00.000,Leesel Transportation Corp.,23.4,Reliant Transportation Inc.,22.5,Pioneer Transportation,15.6,G.V.C. LTD,9.700000000000001,Selby Transportation Corp.,9.6
2018-05-31T02:00:00.000,Reliant Transportation Inc.,26.8,Leesel Transportation Corp.,25.3,Pioneer Transportation,18.9,G.V.C. LTD,12.5,Van Trans LLC,11.7
2018-06-01T02:00:00.000,Reliant Transportation Inc.,33.0,Leesel Transportation Corp.,25.5,Pioneer Transportation,20.5,G.V.C. LTD,9.1,Selby Transportation Corp.,8.4
2018-06-04T02:00:00.000,Reliant Transportation Inc.,35.5,Leesel Transportation Corp.,30.999999999999996,Pioneer Transportation,19.4,Boro Transit Inc.,10.0,Selby Transportation Corp.,9.9
2018-06-05T02:00:00.000,Leesel Transportation Corp.,49.5,Reliant Transportation Inc.,33.1,Pioneer Transportation,17.2,Selby Transportation Corp.,9.299999999999999,Boro Transit Inc.,9.1
2018-06-06T02:00:00.000,Leesel Transportation Corp.,39.9,Reliant Transportation Inc.,30.4,Selby Transportation Corp.,8.7,Pioneer Transportation,8.3,Van Trans LLC,8.100000000000001
2018-06-07T02:00:00.000,Leesel Transportation Corp.,7.6,Selby Transportation Corp.,3.0,Reliant Transportation Inc.,2.9000000000000004,Pioneer Transportation,2.1,Hoyt Transportation Corp,1.5
2018-06-08T02:00:00.000,Leesel Transportation Corp.,42.9,Reliant Transportation Inc.,27.799999999999997,Pioneer Transportation,18.5,New Dawn Transit LLC,13.2,Van Trans LLC,11.8
2018-06-10T02:00:00.000,Don Thomas Buses Inc.,0.3
2018-06-11T02:00:00.000,Leesel Transportation Corp.,6.6,Reliant Transportation Inc.,6.3,L & M Bus Corp.,3.4000000000000004,G.V.C. LTD,2.2,Pioneer Transportation,1.9000000000000001
2018-06-12T02:00:00.000,Leesel Transportation Corp.,51.9,Reliant Transportation Inc.,30.7,Pioneer Transportation,19.6,Selby Transportation Corp.,15.2,L & M Bus Corp.,12.6
2018-06-13T02:00:00.000,Leesel Transportation Corp.,88.8,Pioneer Transportation,28.599999999999998,Reliant Transportation Inc.,25.4,G.V.C. LTD,18.7,Jofaz Transportation Inc.,14.8
2018-06-14T02:00:00.000,Leesel Transportation Corp.,46.199999999999996,Reliant Transportation Inc.,33.4,Pioneer Transportation,25.299999999999997,Boro Transit Inc.,13.3,Van Trans LLC,12.0
2018-06-15T02:00:00.000,Leesel Transportation Corp.,12.6,G.V.C. LTD,6.6,Reliant Transportation Inc.,4.2,Don Thomas Buses Inc.,3.0,Selby Transportation Corp.,2.4
2018-06-18T02:00:00.000,Reliant Transportation Inc.,48.4,Leesel Transportation Corp.,45.6,Pioneer Transportation,24.200000000000003,G.V.C. LTD,16.5,Selby Transportation Corp.,14.399999999999999
2018-06-19T02:00:00.000,Reliant Transportation Inc.,1.5,Quality Transportation Corp.,1.2000000000000002,SNT Bus Inc.,0.6,Empire State Bus Corp.,0.6,Allied Transit Corp.,0.6
2018-06-25T02:00:00.000,Reliant Transportation Inc.,18.2,Leesel Transportation Corp.,12.6,Pioneer Transportation,11.9,Van Trans LLC,5.3999999999999995,New Dawn Transit LLC,4.5
2018-09-04T02:00:00.000,Reliant Transportation Inc.,18.7,L & M Bus Corp.,3.8000000000000003,Boro Transit Inc.,3.4000000000000004,Selby Transportation Corp.,3.0,G.V.C. LTD,2.0
2018-09-05T02:00:00.000,Reliant Transportation Inc.,62.8,Pioneer Transportation,21.4,New Dawn Transit LLC,15.999999999999998,Hoyt Transportation Corp,13.2,Boro Transit Inc.,12.2
2018-09-06T02:00:00.000,Reliant Transportation Inc.,51.49999999999999,New Dawn Transit LLC,20.3,Leesel Transportation Corp.,19.7,Pioneer Transportation,17.6,Boro Transit Inc.,10.700000000000001
2018-09-07T02:00:00.000,Reliant Transportation Inc.,37.9,Leesel Transportation Corp.,22.7,New Dawn Transit LLC,18.6,Pioneer Transportation,11.4,Careful Bus,8.4
2018-09-10T02:00:00.000,SNT Bus Inc.,2.2,Reliant Transportation Inc.,2.2,L & M Bus Corp.,1.8,Boro Transit Inc.,1.8,Pioneer Transportation,1.2
2018-09-11T02:00:00.000,SNT Bus Inc.,3.7,Pioneer Transportation,2.3,G.V.C. LTD,1.2,Van Trans LLC,1.2,Boro Transit Inc.,1.1
2018-09-12T02:00:00.000,Reliant Transportation Inc.,77.9,Leesel Transportation Corp.,72.1,New Dawn Transit LLC,26.9,Boro Transit Inc.,21.9,Hoyt Transportation Corp,19.5
2018-09-13T02:00:00.000,Leesel Transportation Corp.,103.60000000000001,Reliant Transportation Inc.,62.199999999999996,Pioneer Transportation,21.5,Boro Transit Inc.,20.8,Hoyt Transportation Corp,17.8
2018-09-14T02:00:00.000,Leesel Transportation Corp.,119.0,Reliant Transportation Inc.,42.699999999999996,New Dawn Transit LLC,16.2,Selby Transportation Corp.,16.0,G.V.C. LTD,13.1
2018-09-17T02:00:00.000,Leesel Transportation Corp.,146.8,Reliant Transportation Inc.,39.099999999999994,Pioneer Transportation,21.799999999999997,G.V.C. LTD,13.3,Hoyt Transportation Corp,13.2
2018-09-18T02:00:00.000,Leesel Transportation Corp.,56.9,Reliant Transportation Inc.,15.4,G.V.C. LTD,10.0,Pioneer Transportation,7.5,Selby Transportation Corp.,6.4
2018-09-19T02:00:00.000,Pioneer Transportation,1.0,Boro Transit Inc.,0.6000000000000001,Reliant Transportation Inc.,0.6,Quality Transportation Corp.,0.4,G.V.C. LTD,0.3
2018-09-20T02:00:00.000,Leesel Transportation Corp.,144.79999999999998,Reliant Transportation Inc.,37.6,Pioneer Transportation,13.2,Van Trans LLC,13.0,L & M Bus Corp.,13.0
2018-09-21T02:00:00.000,Leesel Transportation Corp.,42.3,Reliant Transportation Inc.,11.2,Selby Transportation Corp.,10.2,Pioneer Transportation,5.1,Boro Transit Inc.,4.8
2018-09-23T02:00:00.000,B & F Skilled Inc.,0.3
2018-09-24T02:00:00.000,Leesel Transportation Corp.,136.2,Reliant Transportation Inc.,29.599999999999998,G.V.C. LTD,13.8,Pioneer Transportation,13.2,Selby Transportation Corp.,12.6
2018-09-25T02:00:00.000,Leesel Transportation Corp.,114.89999999999999,Reliant Transportation Inc.,60.0,Pioneer Transportation,18.8,Selby Transportation Corp.,15.6,G.V.C. LTD,14.899999999999999
2018-09-26T02:00:00.000,Leesel Transportation Corp.,46.9,Reliant Transportation Inc.,13.5,Selby Transportation Corp.,10.799999999999999,G.V.C. LTD,7.9,Boro Transit Inc.,5.1
2018-09-27T02:00:00.000,Leesel Transportation Corp.,40.3,Reliant Transportation Inc.,20.4,G.V.C. LTD,8.9,Y & M Transit Corp.,6.1,Boro Transit Inc.,4.8
2018-09-28T02:00:00.000,Leesel Transportation Corp.,34.3,Reliant Transportation Inc.,29.7,Boro Transit Inc.,8.9,G.V.C. LTD,6.7,Van Trans LLC,5.7
2018-10-01T02:00:00.000,Leesel Transportation Corp.,45.699999999999996,Reliant Transportation Inc.,9.6,Van Trans LLC,4.3,Y & M Transit Corp.,4.2,Pioneer Transportation,3.9
2018-10-02T02:00:00.000,Leesel Transportation Corp.,37.699999999999996,G.V.C. LTD,5.3,Y & M Transit Corp.,4.4,Reliant Transportation Inc.,4.1,Van Trans LLC,2.5
2018-10-03T02:00:00.000,Leesel Transportation Corp.,50.599999999999994,Reliant Transportation Inc.,12.799999999999999,Pioneer Transportation,8.1,G.V.C. LTD,5.6,IC Bus Inc.,5.4
2018-10-04T02:00:00.000,Leesel Transportation Corp.,41.199999999999996,Reliant Transportation Inc.,10.7,Boro Transit Inc.,6.6,SNT Bus Inc.,5.7,Pioneer Transportation,4.4
2018-10-05T02:00:00.000,Leesel Transportation Corp.,42.099999999999994,Reliant Transportation Inc.,10.4,Don Thomas Buses Inc.,5.2,Boro Transit Inc.,5.0,Selby Transportation Corp.,4.8
2018-10-09T02:00:00.000,Leesel Transportation Corp.,46.4,Reliant Transportation Inc.,15.799999999999999,Boro Transit Inc.,13.3,Y & M Transit Corp.,5.0,Pioneer Transportation,5.0
2018-10-10T02:00:00.000,Leesel Transportation Corp.,43.9,Boro Transit Inc.,4.800000000000001,Reliant Transportation Inc.,4.5,G.V.C. LTD,3.7,Selby Transportation Corp.,3.0
2018-10-11T02:00:00.000,Leesel Transportation Corp.,45.0,IC Bus Inc.,6.8,G.V.C. LTD,6.0,Boro Transit Inc.,5.4,Reliant Transportation Inc.,5.3999999999999995
2018-10-12T02:00:00.000,Leesel Transportation Corp.,42.6,Reliant Transportation Inc.,14.5,G.V.C. LTD,7.3,Don Thomas Buses Inc.,5.8,Pioneer Transportation,5.6000000000000005
2018-10-14T02:00:00.000,Allied Transit Corp.,0.4
2018-10-15T02:00:00.000,Leesel Transportation Corp.,50.699999999999996,Lorinda Ent. Ltd.,11.4,Reliant Transportation Inc.,11.0,G.V.C. LTD,9.9,Pioneer Transportation,8.899999999999999
2018-10-16T02:00:00.000,Leesel Transportation Corp.,148.3,Reliant Transportation Inc.,54.199999999999996,IC Bus Inc.,27.6,Pioneer Transportation,24.0,G.V.C. LTD,23.9
2018-10-17T02:00:00.000,Leesel Transportation Corp.,158.1,Reliant Transportation Inc.,32.8,Selby Transportation Corp.,15.0,G.V.C. LTD,13.700000000000001,First Steps Transportation Inc.,11.4
2018-10-18T02:00:00.000,Leesel Transportation Corp.,203.79999999999998,Reliant Transportation Inc.,60.0,G.V.C. LTD,24.2,Selby Transportation Corp.,24.0,Don Thomas Buses Inc.,18.8
2018-10-19T02:00:00.000,Leesel Transportation Corp.,210.39999999999998,Reliant Transportation Inc.,43.6,G.V.C. LTD,35.199999999999996,Pioneer Transportation,28.799999999999997,Selby Transportation Corp.,25.2
2018-10-21T02:00:00.000,B & F Skilled Inc.,1.0,IC Bus Inc.,0.6,Van Trans LLC,0.6,Logan Bus Company Inc.,0.3,Boro Transit Inc.,0.2
2018-10-22T02:00:00.000,Leesel Transportation Corp.,106.8,Reliant Transportation Inc.,23.3,Boro Transit Inc.,19.1,New Dawn Transit LLC,15.4,G.V.C. LTD,14.799999999999999
2018-10-23T02:00:00.000,Leesel Transportation Corp.,113.89999999999999,Reliant Transportation Inc.,26.299999999999997,G.V.C. LTD,20.9,Selby Transportation Corp.,14.399999999999999,IC Bus Inc.,9.700000000000001
2018-10-24T02:00:00.000,Leesel Transportation Corp.,105.3,Reliant Transportation Inc.,34.0,G.V.C. LTD,18.099999999999998,Pioneer Transportation,16.8,Selby Transportation Corp.,15.0
2018-10-25T02:00:00.000,Leesel Transportation Corp.,113.4,Reliant Transportation Inc.,35.6,G.V.C. LTD,15.899999999999999,Boro Transit Inc.,11.8,IC Bus Inc.,9.9
2018-10-26T02:00:00.000,Leesel Transportation Corp.,106.8,New Dawn Transit LLC,28.8,G.V.C. LTD,25.3,Reliant Transportation Inc.,25.099999999999998,Selby Transportation Corp.,12.6
2018-10-28T02:00:00.000,G.V.C. LTD,0.5,All American School Bus,0.4
2018-10-29T01:00:00.000,Leesel Transportation Corp.,112.60000000000001,Reliant Transportation Inc.,33.9,G.V.C. LTD,23.2,Van Trans LLC,16.9,Selby Transportation Corp.,15.6
2018-10-30T01:00:00.000,Leesel Transportation Corp.,103.8,Reliant Transportation Inc.,30.4,G.V.C. LTD,22.2,Selby Transportation Corp.,16.6,IC Bus Inc.,13.8
2018-10-31T01:00:00.000,Leesel Transportation Corp.,104.0,Reliant Transportation Inc.,31.5,Selby Transportation Corp.,21.0,G.V.C. LTD,20.299999999999997,Boro Transit Inc.,14.4
2018-11-01T01:00:00.000,Leesel Transportation Corp.,102.8,Reliant Transportation Inc.,25.099999999999998,Selby Transportation Corp.,15.6,G.V.C. LTD,15.6,Don Thomas Buses Inc.,13.899999999999999
2018-11-02T01:00:00.000,Leesel Transportation Corp.,107.1,Reliant Transportation Inc.,33.1,G.V.C. LTD,24.2,Selby Transportation Corp.,17.4,Boro Transit Inc.,15.600000000000001
2018-11-05T01:00:00.000,Leesel Transportation Corp.,212.6,Reliant Transportation Inc.,64.2,G.V.C. LTD,37.099999999999994,Boro Transit Inc.,25.599999999999998,Selby Transportation Corp.,20.4
2018-11-06T01:00:00.000,Leesel Transportation Corp.,144.8,Reliant Transportation Inc.,13.2,Boro Transit Inc.,4.0,Pioneer Transportation,3.3,G.V.C. LTD,3.0
2018-11-07T01:00:00.000,Leesel Transportation Corp.,141.9,Reliant Transportation Inc.,52.5,SNT Bus Inc.,16.799999999999997,Selby Transportation Corp.,16.2,G.V.C. LTD,15.9
2018-11-08T01:00:00.000,Leesel Transportation Corp.,131.1,G.V.C. LTD,25.599999999999998,Selby Transportation Corp.,23.2,Reliant Transportation Inc.,22.799999999999997,Pioneer Transportation,13.7
2018-11-09T01:00:00.000,Leesel Transportation Corp.,165.20000000000002,G.V.C. LTD,28.7,Reliant Transportation Inc.,23.5,Selby Transportation Corp.,22.2,Pioneer Transportation,16.7
2018-11-12T01:00:00.000,Selby Transportation Corp.,2.4
2018-11-13T01:00:00.000,Leesel Transportation Corp.,282.2,Reliant Transportation Inc.,127.0,Allied Transit Corp.,35.4,Pioneer Transportation,34.0,G.V.C. LTD,31.8
2018-11-14T01:00:00.000,Leesel Transportation Corp.,166.70000000000002,Reliant Transportation Inc.,42.6,Selby Transportation Corp.,21.599999999999998,Pioneer Transportation,19.4,Boro Transit Inc.,15.700000000000001
2018-11-15T01:00:00.000,Leesel Transportation Corp.,136.29999999999998,Reliant Transportation Inc.,37.8,Pioneer Transportation,28.5,Boro Transit Inc.,26.0,Selby Transportation Corp.,18.9
2018-11-16T01:00:00.000,Leesel Transportation Corp.,141.2,Reliant Transportation Inc.,83.2,Pioneer Transportation,53.5,Selby Transportation Corp.,37.199999999999996,Boro Transit Inc.,33.7
2018-11-18T01:00:00.000,Jofaz Transportation Inc.,0.8
2018-11-19T01:00:00.000,Leesel Transportation Corp.,234.8,Reliant Transportation Inc.,78.6,Boro Transit Inc.,36.4,Selby Transportation Corp.,34.8,Pioneer Transportation,32.9
2018-11-20T01:00:00.000,Leesel Transportation Corp.,209.0,Reliant Transportation Inc.,49.2,Selby Transportation Corp.,33.199999999999996,G.V.C. LTD,22.400000000000002,Pride Transportation Services,18.4
2018-11-21T01:00:00.000,Leesel Transportation Corp.,155.2,Reliant Transportation Inc.,47.800000000000004,Selby Transportation Corp.,30.599999999999998,Boro Transit Inc.,27.7,Pioneer Transportation,19.8
2018-11-23T01:00:00.000,B & F Skilled Inc.,0.6
2018-11-26T01:00:00.000,Leesel Transportation Corp.,231.99999999999997,Reliant Transportation Inc.,47.6,Boro Transit Inc.,31.3,Selby Transportation Corp.,31.2,Pioneer Transportation,24.299999999999997
2018-11-27T01:00:00.000,Leesel Transportation Corp.,220.79999999999998,Reliant Transportation Inc.,67.89999999999999,Selby Transportation Corp.,31.2,G.V.C. LTD,20.3,Pioneer Transportation,17.5
2018-11-28T01:00:00.000,Leesel Transportation Corp.,233.0,Reliant Transportation Inc.,35.099999999999994,Selby Transportation Corp.,29.4,Boro Transit Inc.,22.700000000000003,G.V.C. LTD,19.400000000000002
2018-11-29T01:00:00.000,Leesel Transportation Corp.,234.6,Reliant Transportation Inc.,45.400000000000006,Selby Transportation Corp.,33.0,Boro Transit Inc.,27.7,G.V.C. LTD,26.4
2018-11-30T01:00:00.000,Leesel Transportation Corp.,188.9,Reliant Transportation Inc.,41.800000000000004,Boro Transit Inc.,29.9,Selby Transportation Corp.,25.8,Pioneer Transportation,19.199999999999996
2018-12-03T01:00:00.000,Leesel Transportation Corp.,56.7,Reliant Transportation Inc.,13.1,Pioneer Transportation,11.4,Don Thomas Buses Inc.,9.5,L & M Bus Corp.,9.0
2018-12-04T01:00:00.000,G.V.C. LTD,3.4,Selby Transportation Corp.,1.7999999999999998,Pioneer Transportation,0.6,Lorinda Ent. Ltd.,0.6,Empire State Bus Corp.,0.6
2018-12-05T01:00:00.000,Leesel Transportation Corp.,1.2,G.V.C. LTD,1.2,New Dawn Transit LLC,0.8,L & M Bus Corp.,0.4,Pioneer Transportation,0.3
2018-12-06T01:00:00.000,Selby Transportation Corp.,0.6,Leesel Transportation Corp.,0.6,Little Lisa Bus Co. Inc.,0.6,L & M Bus Corp.,0.4,Another Ride Inc.,0.3
2018-12-07T01:00:00.000,Leesel Transportation Corp.,1.2,New Dawn Transit LLC,1.0,G.V.C. LTD,0.6,IC Bus Inc.,0.5,Van Trans LLC,0.4
2018-12-10T01:00:00.000,Selby Transportation Corp.,1.2,L & M Bus Corp.,0.4,Boro Transit Inc.,0.4,G.V.C. LTD,0.4,Y & M Transit Corp.,0.4
2018-12-11T01:00:00.000,L & M Bus Corp.,0.8999999999999999,G.V.C. LTD,0.7,Boro Transit Inc.,0.6,Selby Transportation Corp.,0.6,Don Thomas Buses Inc.,0.3
2018-12-12T01:00:00.000,Selby Transportation Corp.,0.6,G.V.C. LTD,0.4
2018-12-13T01:00:00.000,G.V.C. LTD,1.0,L & M Bus Corp.,0.4
2018-12-14T01:00:00.000,G.V.C. LTD,1.2,Reliant Transportation Inc.,0.6,Little Lisa Bus Co. Inc.,0.6,Don Thomas Buses Inc.,0.6,L & M Bus Corp.,0.4
2018-12-17T01:00:00.000,L & M Bus Corp.,0.4,All County Bus LLC,0.4,G.V.C. LTD,0.3,SNT Bus Inc.,0.2
2018-12-18T01:00:00.000,G.V.C. LTD,1.4,Boro Transit Inc.,0.6
2018-12-19T01:00:00.000,G.V.C. LTD,1.1,Van Trans LLC,0.7,SNT Bus Inc.,0.4,M.J.T. Bus Company,0.4,Pride Transportation Services,0.2
2018-12-20T01:00:00.000,G.V.C. LTD,1.8,Selby Transportation Corp.,0.6,Pioneer Transportation,0.6,Logan Bus Company Inc.,0.4
2018-12-21T01:00:00.000,Selby Transportation Corp.,1.7999999999999998,G.V.C. LTD,1.5,Leesel Transportation Corp.,0.6,L & M Bus Corp.,0.4
2018-12-26T01:00:00.000,Van Trans LLC,0.4
2019-01-02T01:00:00.000,Selby Transportation Corp.,1.2,Van Trans LLC,0.6,I & Y Transit Corp,0.4,L & M Bus Corp.,0.4,New Dawn Transit LLC,0.4
2019-01-03T01:00:00.000,Leesel Transportation Corp.,6.6,Reliant Transportation Inc.,3.4,Van Trans LLC,2.0,Lorinda Ent. Ltd.,1.7999999999999998,Logan Bus Company Inc.,1.7999999999999998
2019-01-04T01:00:00.000,Leesel Transportation Corp.,103.2,Selby Transportation Corp.,15.6,New Dawn Transit LLC,12.200000000000001,Reliant Transportation Inc.,11.499999999999998,G.V.C. LTD,9.399999999999999
2019-01-06T01:00:00.000,G.V.C. LTD,0.6
2019-01-07T01:00:00.000,Leesel Transportation Corp.,102.1,New Dawn Transit LLC,15.9,Reliant Transportation Inc.,15.399999999999999,Selby Transportation Corp.,13.2,Boro Transit Inc.,9.700000000000001
2019-01-08T01:00:00.000,Leesel Transportation Corp.,112.9,Reliant Transportation Inc.,35.3,Selby Transportation Corp.,17.2,Pioneer Transportation,11.3,Boro Transit Inc.,9.9
2019-01-09T01:00:00.000,Leesel Transportation Corp.,116.69999999999999,Reliant Transportation Inc.,24.2,Selby Transportation Corp.,14.399999999999999,G.V.C. LTD,12.700000000000001,New Dawn Transit LLC,10.600000000000001
2019-01-10T01:00:00.000,Leesel Transportation Corp.,113.1,Reliant Transportation Inc.,22.0,New Dawn Transit LLC,14.9,Selby Transportation Corp.,13.799999999999999,G.V.C. LTD,13.700000000000001
2019-01-11T01:00:00.000,Leesel Transportation Corp.,96.7,Reliant Transportation Inc.,24.3,Boro Transit Inc.,19.2,New Dawn Transit LLC,13.5,Selby Transportation Corp.,13.2
2019-01-14T01:00:00.000,Leesel Transportation Corp.,110.7,Reliant Transportation Inc.,27.3,Selby Transportation Corp.,13.799999999999999,Pioneer Transportation,11.8,New Dawn Transit LLC,11.4
2019-01-15T01:00:00.000,Leesel Transportation Corp.,103.3,Reliant Transportation Inc.,24.8,Selby Transportation Corp.,17.4,G.V.C. LTD,9.100000000000001,Pioneer Transportation,7.2
2019-01-16T01:00:00.000,Leesel Transportation Corp.,62.0,Reliant Transportation Inc.,20.4,Selby Transportation Corp.,14.799999999999999,Boro Transit Inc.,12.799999999999999,New Dawn Transit LLC,11.3
2019-01-17T01:00:00.000,Leesel Transportation Corp.,107.7,Selby Transportation Corp.,16.8,New Dawn Transit LLC,13.100000000000001,Reliant Transportation Inc.,12.5,Boro Transit Inc.,7.8
2019-01-18T01:00:00.000,Leesel Transportation Corp.,102.1,Reliant Transportation Inc.,20.4,Selby Transportation Corp.,13.799999999999999,Boro Transit Inc.,12.6,New Dawn Transit LLC,12.200000000000001
2019-01-21T01:00:00.000,G.V.C. LTD,0.3
2019-01-22T01:00:00.000,Leesel Transportation Corp.,118.0,Reliant Transportation Inc.,38.1,Pioneer Transportation,20.0,Boro Transit Inc.,19.2,Selby Transportation Corp.,17.8
2019-01-23T01:00:00.000,Leesel Transportation Corp.,113.1,Reliant Transportation Inc.,21.199999999999996,Selby Transportation Corp.,15.0,Boro Transit Inc.,8.2,Pioneer Transportation,5.2
2019-01-24T01:00:00.000,Leesel Transportation Corp.,113.7,Reliant Transportation Inc.,33.3,Selby Transportation Corp.,12.6,G.V.C. LTD,8.5,Boro Transit Inc.,7.0
2019-01-25T01:00:00.000,Leesel Transportation Corp.,178.5,Reliant Transportation Inc.,36.8,Selby Transportation Corp.,27.599999999999998,G.V.C. LTD,24.9,Boro Transit Inc.,10.5
2019-01-27T01:00:00.000,G.V.C. LTD,3.2
2019-01-28T01:00:00.000,Leesel Transportation Corp.,237.99999999999997,Reliant Transportation Inc.,49.7,G.V.C. LTD,35.8,Selby Transportation Corp.,34.199999999999996,Boro Transit Inc.,21.299999999999997
2019-01-29T01:00:00.000,Leesel Transportation Corp.,237.2,Reliant Transportation Inc.,55.8,Selby Transportation Corp.,39.0,G.V.C. LTD,26.900000000000002,IC Bus Inc.,22.9
2019-01-30T01:00:00.000,Leesel Transportation Corp.,247.6,Reliant Transportation Inc.,43.400000000000006,Selby Transportation Corp.,35.4,Pioneer Transportation,26.6,G.V.C. LTD,25.5
2019-01-31T01:00:00.000,Leesel Transportation Corp.,243.39999999999998,Reliant Transportation Inc.,59.6,Boro Transit Inc.,55.699999999999996,Pioneer Transportation,50.4,SNT Bus Inc.,45.2
2019-02-01T01:00:00.000,Leesel Transportation Corp.,246.5,Reliant Transportation Inc.,51.0,Selby Transportation Corp.,31.799999999999997,Pioneer Transportation,28.9,SNT Bus Inc.,17.2
2019-02-03T01:00:00.000,G.V.C. LTD,0.8
2019-02-04T01:00:00.000,Leesel Transportation Corp.,245.49999999999997,Reliant Transportation Inc.,51.4,Pioneer Transportation,47.9,G.V.C. LTD,39.9,Selby Transportation Corp.,33.0
2019-02-05T01:00:00.000,Leesel Transportation Corp.,43.8,Reliant Transportation Inc.,8.6,Boro Transit Inc.,7.8,Pioneer Transportation,6.8999999999999995,Selby Transportation Corp.,6.0
2019-02-06T01:00:00.000,Leesel Transportation Corp.,229.89999999999998,Reliant Transportation Inc.,42.6,Selby Transportation Corp.,33.0,G.V.C. LTD,24.8,Pioneer Transportation,22.699999999999996
2019-02-07T01:00:00.000,Leesel Transportation Corp.,176.99999999999997,Reliant Transportation Inc.,52.6,Selby Transportation Corp.,21.0,G.V.C. LTD,18.299999999999997,Pioneer Transportation,14.2
2019-02-08T01:00:00.000,Leesel Transportation Corp.,114.6,Reliant Transportation Inc.,30.0,Selby Transportation Corp.,18.599999999999998,G.V.C. LTD,18.5,Boro Transit Inc.,11.799999999999999
2019-02-10T01:00:00.000,G.V.C. LTD,0.3
2019-02-11T01:00:00.000,Leesel Transportation Corp.,112.0,Reliant Transportation Inc.,40.099999999999994,G.V.C. LTD,26.4,Boro Transit Inc.,21.8,Selby Transportation Corp.,16.8
2019-02-12T01:00:00.000,Leesel Transportation Corp.,115.3,Selby Transportation Corp.,21.0,Reliant Transportation Inc.,18.9,G.V.C. LTD,9.9,Pioneer Transportation,9.299999999999999
2019-02-13T01:00:00.000,Leesel Transportation Corp.,137.5,Reliant Transportation Inc.,37.5,Selby Transportation Corp.,19.599999999999998,G.V.C. LTD,19.3,Boro Transit Inc.,12.7
2019-02-14T01:00:00.000,Leesel Transportation Corp.,118.8,G.V.C. LTD,31.799999999999997,Selby Transportation Corp.,20.799999999999997,Reliant Transportation Inc.,20.0,SNT Bus Inc.,10.8
2019-02-15T01:00:00.000,Leesel Transportation Corp.,116.39999999999999,Reliant Transportation Inc.,22.2,Selby Transportation Corp.,21.0,G.V.C. LTD,20.599999999999998,Pioneer Transportation,9.899999999999999
2019-02-19T01:00:00.000,Selby Transportation Corp.,1.2,G.V.C. LTD,0.8,B & F Skilled Inc.,0.5,I & Y Transit Corp,0.4,L & M Bus Corp.,0.3
2019-02-20T01:00:00.000,SNT Bus Inc.,2.8,G.V.C. LTD,1.4000000000000001,Selby Transportation Corp.,1.2,Thomas Buses Inc.,0.9,L & M Bus Corp.,0.4
2019-02-21T01:00:00.000,Selby Transportation Corp.,1.2,Pioneer Transportation,1.1,Empire State Bus Corp.,1.0,Reliant Transportation Inc.,0.4,Leesel Transportation Corp.,0.3
